Unix Timestamp,Left Value,Right Value
1733843635.0364113,3.15e-05,
1733843635.1489952,3.9e-06,
1733843635.1530845,,-2.76e-05
1733843635.2542744,-1.5100000000000001e-05,
1733843635.2735848,,-4.460000000000001e-05
1733843635.2735848,-1.9e-05,
1733843635.2735848,,-2.69e-05
1733843635.3771968,7.9e-06,
1733843635.3771968,,2.5999999999999997e-06
1733843635.4792924,-1.64e-05,
1733843635.4792924,,-1.2999999999999998e-06
1733843635.581754,-1.84e-05,
1733843635.581754,,1.97e-05
1733843635.6838558,3.3e-06,
1733843635.6848645,,2.36e-05
1733843635.7869155,1.12e-05,
1733843635.7869155,,1.4400000000000001e-05
1733843635.9086955,1.25e-05,
1733843635.9172251,,2e-06
1733843636.0238407,7.9e-06,
1733843636.0238407,,1.4400000000000001e-05
1733843636.1263094,9.2e-06,
1733843636.1263094,,-1.71e-05
1733843636.228779,7e-07,
1733843636.2302973,,1.12e-05
1733843636.333201,-5.9e-06,
1733843636.333201,,4.9199999999999997e-05
1733843636.4373033,-2.89e-05,
1733843636.4373033,,2.16e-05
1733843636.5407815,-3.15e-05,
1733843636.5423775,,-1.25e-05
1733843636.6441703,-1.57e-05,
1733843636.6466804,,1.18e-05
1733843636.7488973,-8.5e-06,
1733843636.7509117,,3.28e-05
1733843636.8541648,-4.53e-05,
1733843636.8541648,,-1.64e-05
1733843636.9573731,-1.18e-05,
1733843636.9573731,,-3.4099999999999995e-05
1733843637.0613966,8.5e-06,
1733843637.0625217,,-2.0300000000000002e-05
1733843637.165442,2.0300000000000002e-05,
1733843637.1664655,,-8.5e-06
1733843637.268897,1.05e-05,
1733843637.268897,,1.31e-05
1733843637.3719006,1.64e-05,
1733843637.3729484,,1.31e-05
1733843637.474132,1.25e-05,
1733843637.474132,,2.1e-05
1733843637.5771525,5.9e-06,
1733843637.5771525,,2.0300000000000002e-05
1733843637.6813908,7.9e-06,
1733843637.6813908,,1.71e-05
1733843637.7837396,1.2999999999999998e-06,
1733843637.7837396,,-8.5e-06
1733843637.8873613,-1.38e-05,
1733843637.8873613,,-2.82e-05
1733843637.9896152,-1.97e-05,
1733843637.9896152,,-3.54e-05
1733843638.0914886,-1.77e-05,
1733843638.0914886,,-1.64e-05
1733843638.1937385,1.18e-05,
1733843638.1937385,,-1.25e-05
1733843638.295964,1.38e-05,
1733843638.295964,,-1.31e-05
1733843638.4014914,3.3e-06,
1733843638.4033804,,2.5999999999999997e-06
1733843638.5049436,-2.2300000000000003e-05,
1733843638.5049436,,-7.2000000000000005e-06
1733843638.6094105,5.199999999999999e-06,
1733843638.6094105,,-2.76e-05
1733843638.7142556,1.4400000000000001e-05,
1733843638.7142556,,-7.2000000000000005e-06
1733843638.8162658,7.2000000000000005e-06,
1733843638.8183777,,6.6e-06
1733843638.9198792,-7.9e-06,
1733843638.9214082,,-2.0300000000000002e-05
1733843639.0226684,-2.5999999999999997e-06,
1733843639.0226684,,-1.71e-05
1733843639.125962,-3.9e-06,
1733843639.125962,,-9.2e-06
1733843639.2299154,-1.18e-05,
1733843639.2370384,,-9.2e-06
1733843639.3382394,7.2000000000000005e-06,
1733843639.3382394,,-2.5600000000000002e-05
1733843639.4421113,8.5e-06,
1733843639.442619,,9.2e-06
1733843639.5440445,1.77e-05,
1733843639.5467012,,-7.9e-06
1733843639.6492395,1.4400000000000001e-05,
1733843639.6502683,,-2.76e-05
1733843639.7527971,-7e-07,
1733843639.7538872,,-1.77e-05
1733843639.8554513,-1.31e-05,
1733843639.8554513,,-4e-05
1733843639.957919,4.6e-06,
1733843639.9614289,,-4.53e-05
1733843640.0627232,1.4400000000000001e-05,
1733843640.0627232,,-5.77e-05
1733843640.164955,-4.6e-06,
1733843640.164955,,-1.4400000000000001e-05
1733843640.2672415,9.2e-06,
1733843640.2687519,,9.2e-06
1733843640.3706958,1.71e-05,
1733843640.3706958,,1.71e-05
1733843640.4727447,6.6e-06,
1733843640.4746113,,-1.4400000000000001e-05
1733843640.5758045,1.25e-05,
1733843640.5773144,,-2.76e-05
1733843640.678572,5.199999999999999e-06,
1733843640.678572,,-4.6e-06
1733843640.7831063,7.2000000000000005e-06,
1733843640.7831063,,7.9e-06
1733843640.88591,2.5600000000000002e-05,
1733843640.887296,,1.38e-05
1733843640.9891343,2.62e-05,
1733843640.991145,,-3.87e-05
1733843641.0927095,3.35e-05,
1733843641.0927095,,-4.13e-05
1733843641.1958823,-2e-06,
1733843641.197097,,1.2999999999999998e-06
1733843641.299178,-1.57e-05,
1733843641.299178,,-1.71e-05
1733843641.4016032,-2e-06,
1733843641.4032338,,-1.05e-05
1733843641.505107,-1.2999999999999998e-06,
