Unix Timestamp,Left Value,Right Value
1733843248.0361738,-4.13e-05,
1733843248.1401298,-5.25e-05,
1733843248.1401298,,-3.6099999999999997e-05
1733843248.2434585,-2.62e-05,
1733843248.2462502,,-1.84e-05
1733843248.3478901,-2.62e-05,
1733843248.3507533,,1.25e-05
1733843248.4541197,-1.38e-05,
1733843248.4556782,,3.15e-05
1733843248.5578341,-2.76e-05,
1733843248.5606208,,2.95e-05
1733843248.662399,-2.0300000000000002e-05,
1733843248.6647315,,4.07e-05
1733843248.7672756,-6.6e-06,
1733843248.7693536,,-2.16e-05
1733843248.874079,-1.31e-05,
1733843248.874079,,-1.18e-05
1733843248.977369,-8.5e-06,
1733843248.977369,,-6.6e-06
1733843249.0804174,9.2e-06,
1733843249.0804174,,-2.16e-05
1733843249.1835132,-2.1e-05,
1733843249.1835132,,-2.5600000000000002e-05
1733843249.2890484,-1.4400000000000001e-05,
1733843249.290796,,-1.71e-05
1733843249.392776,2.89e-05,
1733843249.3942137,,-3.74e-05
1733843249.497336,2.2300000000000003e-05,
1733843249.497336,,-2.2300000000000003e-05
1733843249.6019533,-9.2e-06,
1733843249.6040027,,-5.199999999999999e-06
1733843249.7064707,-1.84e-05,
1733843249.7086554,,-3.0200000000000002e-05
1733843249.8099291,3.3e-06,
1733843249.8099291,,-4.13e-05
1733843249.9131713,2.5999999999999997e-06,
1733843249.91562,,-1.05e-05
1733843250.0179865,1.77e-05,
1733843250.0179865,,-2.2300000000000003e-05
1733843250.1237366,1.9e-05,
1733843250.1237366,,-3.54e-05
1733843250.2317717,4.6e-06,
1733843250.2317717,,-2e-06
1733843250.3346992,1.4400000000000001e-05,
1733843250.3346992,,-1.57e-05
1733843250.4393528,9.8e-06,
1733843250.4393528,,-2e-06
1733843250.545295,-2.69e-05,
1733843250.5499604,,0.0
1733843250.6514547,-3.0200000000000002e-05,
1733843250.6542366,,-1.64e-05
1733843250.7571719,-1.77e-05,
1733843250.7602496,,1.12e-05
1733843250.8630133,-8.5e-06,
1733843250.8630133,,1.31e-05
1733843250.9668195,3.3e-06,
1733843250.9668195,,-1.25e-05
1733843251.0709376,2.49e-05,
1733843251.0709376,,3.48e-05
1733843251.173679,3.3e-06,
1733843251.173679,,8.5e-06
1733843251.2777762,6.6e-06,
1733843251.280652,,-1.31e-05
1733843251.3832088,7.2000000000000005e-06,
1733843251.3832088,,7.9e-06
1733843251.4891663,2.2300000000000003e-05,
1733843251.4891663,,1.12e-05
1733843251.594323,2.49e-05,
1733843251.5972521,,-2.2300000000000003e-05
1733843251.705463,0.0,
1733843251.705463,,-2.76e-05
1733843251.8084939,-2.0300000000000002e-05,
1733843251.8123658,,-7.2000000000000005e-06
1733843251.913909,7.9e-06,
1733843251.915654,,7e-07
1733843252.0195956,1.18e-05,
1733843252.021306,,-4.13e-05
1733843252.0236783,8.5e-06,
1733843252.0261946,,-2.76e-05
1733843252.1277952,5.9e-06,
1733843252.1307392,,2.5999999999999997e-06
1733843252.2343595,-7e-07,
1733843252.2373784,,2.3e-05
1733843252.3396466,-4e-05,
1733843252.342261,,-3.21e-05
1733843252.4459248,-2.95e-05,
1733843252.4459248,,-2.82e-05
1733843252.548735,3.3e-06,
1733843252.548735,,-1.97e-05
1733843252.651643,-1.38e-05,
1733843252.651643,,1.2999999999999998e-06
1733843252.7571523,-3.3e-06,
1733843252.7571523,,2.0300000000000002e-05
1733843252.861644,3.9e-06,
1733843252.866849,,2.3e-05
1733843252.970492,9.8e-06,
1733843252.9721081,,-2.82e-05
1733843253.0784533,-8.5e-06,
1733843253.0805469,,-3.48e-05
1733843253.182984,0.0,
1733843253.182984,,-2.82e-05
1733843253.2877321,8.5e-06,
1733843253.291353,,2.3e-05
1733843253.3986268,6.6e-06,
1733843253.3986268,,2.36e-05
1733843253.5027926,1.18e-05,
1733843253.5027926,,-3.0799999999999996e-05
1733843253.6056666,-6.6e-06,
1733843253.6083918,,-3.94e-05
1733843253.7097256,1.84e-05,
1733843253.7124274,,-3.54e-05
1733843253.8144746,7e-07,
1733843253.8147578,,-2e-06
1733843253.9175792,-3.0200000000000002e-05,
1733843253.9200926,,3.48e-05
1733843254.023435,-3.15e-05,
1733843254.0263412,,-9.2e-06
1733843254.1336653,-1.4400000000000001e-05,
1733843254.1369884,,9.2e-06
1733843254.23896,-1.84e-05,
1733843254.2416809,,2.36e-05
1733843254.3431587,-2.16e-05,
1733843254.3452778,,-5.9e-06
1733843254.4478948,-1.25e-05,
1733843254.4478948,,-5.9e-06
1733843254.5529854,-1.25e-05,
1733843254.5558639,,-5.199999999999999e-06
1733843254.6573741,1.12e-05,
1733843254.6588848,,-2.76e-05
1733843254.7601588,2.4299999999999998e-05,
1733843254.7601588,,-4.9199999999999997e-05
1733843254.8657515,5.9e-06,
1733843254.8660333,,-2.69e-05
1733843254.9688923,1.05e-05,
1733843254.9688923,,-3.35e-05
1733843255.0726585,7e-07,
1733843255.0760703,,-4.07e-05
1733843255.1782525,-2.5999999999999997e-06,
1733843255.1821263,,-1.12e-05
1733843255.2833736,2e-06,
1733843255.2833736,,-1.64e-05
1733843255.3873618,2e-06,
1733843255.3873618,,-1.97e-05
1733843255.4909213,1.57e-05,
1733843255.4909213,,-1.38e-05
1733843255.594815,1.12e-05,
1733843255.5979235,,-3.9e-06
1733843255.7008145,-2e-06,
1733843255.7008145,,-3.54e-05
1733843255.7008145,-3.48e-05,
1733843255.7008145,,-3.87e-05
1733843255.8114018,8.5e-06,
1733843255.8142624,,-1.84e-05
1733843255.9162564,1.12e-05,
1733843255.9162564,,1.77e-05
1733843256.0202851,-2.16e-05,
1733843256.023215,,4.2e-05
1733843256.1259959,-1.77e-05,
1733843256.1259959,,1.31e-05
1733843256.2321079,-1.57e-05,
