Unix Timestamp,Left Value,Right Value
1733842316.0382144,-2.5999999999999997e-06,
1733842316.1425345,-1.25e-05,
1733842316.145047,,9.2e-06
1733842316.251275,-1.12e-05,
1733842316.2529979,,-5.9e-06
1733842316.3544993,-1.5100000000000001e-05,
1733842316.3572252,,-5.9e-06
1733842316.4594977,1.38e-05,
1733842316.4594977,,6.6e-06
1733842316.5617845,1.64e-05,
1733842316.5617845,,1.05e-05
1733842316.664216,-2.0300000000000002e-05,
1733842316.6678865,,-3.9e-06
1733842316.7726388,-1.9e-05,
1733842316.7726388,,-1.31e-05
1733842316.877547,-1.5100000000000001e-05,
1733842316.877547,,-2.5600000000000002e-05
1733842316.9805994,-2.36e-05,
1733842316.9805994,,2e-06
1733842317.0843558,-2.4299999999999998e-05,
1733842317.0843558,,9.8e-06
1733842317.1872904,7.9e-06,
1733842317.1872904,,2.3e-05
1733842317.2902122,-2e-06,
1733842317.2902122,,4.26e-05
1733842317.3934925,-6.6e-06,
1733842317.3934925,,1.71e-05
1733842317.502048,-2.1e-05,
1733842317.502048,,-8.5e-06
1733842317.6048238,-1.71e-05,
1733842317.6048238,,1.64e-05
1733842317.7083874,-3.0200000000000002e-05,
1733842317.7083874,,-2.16e-05
1733842317.8120313,-2.5600000000000002e-05,
1733842317.815417,,-2.89e-05
1733842317.916515,-1.12e-05,
1733842317.916515,,-5.38e-05
1733842318.0196488,-1.18e-05,
1733842318.0231133,,-3.74e-05
1733842318.1254156,-2.49e-05,
1733842318.1254156,,-1.4400000000000001e-05
1733842318.2314496,-2.1e-05,
1733842318.2323751,,9.2e-06
1733842318.334812,2.49e-05,
1733842318.334812,,1.57e-05
1733842318.4391825,2e-06,
1733842318.443199,,2.5999999999999997e-06
1733842318.5450823,-3.0200000000000002e-05,
1733842318.548058,,-1.84e-05
1733842318.650206,-6.6e-06,
1733842318.6518853,,-6.6e-06
1733842318.7528887,2.3e-05,
1733842318.7528887,,1.25e-05
1733842318.855839,2.36e-05,
1733842318.855839,,5.9e-06
1733842318.9584334,-5.199999999999999e-06,
1733842318.9584334,,-1.18e-05
1733842319.0623677,-1.4400000000000001e-05,
1733842319.064814,,3.3e-06
1733842319.168085,-1.9e-05,
1733842319.168085,,-2.16e-05
1733842319.2715335,-2.36e-05,
1733842319.2728102,,-2.62e-05
1733842319.3765488,-2.5600000000000002e-05,
1733842319.3765488,,0.0
1733842319.4801369,-3.35e-05,
1733842319.4852455,,-3.9e-06
1733842319.5862799,-2.5600000000000002e-05,
1733842319.5941079,,-1.25e-05
1733842319.6101537,2e-06,
1733842319.6130846,,2.5600000000000002e-05
1733842319.714763,9.8e-06,
1733842319.714763,,2.5999999999999997e-06
1733842319.8181896,-1.57e-05,
1733842319.8192146,,-2.76e-05
1733842319.9215243,-7.2000000000000005e-06,
1733842319.9215243,,-3.94e-05
