Unix Timestamp,Position,Value [kg]
1736439725.157683,Right,30.9377
1736439725.2622237,Left,28.00632
1736439725.2622237,Right,31.2078
1736439725.3669906,Left,27.69431
1736439725.370019,Right,32.34425
1736439725.471981,Left,27.15922
1736439725.471981,Right,33.33691
1736439725.5771716,Left,27.10057
1736439725.5771716,Right,33.13848
1736439725.6817687,Left,28.15883
1736439725.6837792,Right,32.679
1736439725.6837792,Left,27.96498
1736439725.6837792,Right,32.28614
1736439725.792376,Left,28.78538
1736439725.792376,Right,32.65529
1736439725.897779,Left,29.91251
1736439725.897779,Right,33.41402
1736439726.0027761,Left,30.34286
1736439726.0054233,Right,31.94858
1736439726.108642,Left,31.24574
1736439726.112458,Right,32.54333
1736439726.213658,Left,32.60506
1736439726.213658,Right,33.46092
1736439726.318422,Left,31.38602
1736439726.318422,Right,32.44874
1736439726.4243348,Left,30.07792
1736439726.4243348,Right,30.27468
1736439726.5289943,Left,31.45873
1736439726.5312202,Right,28.74281
1736439726.6337981,Left,32.52897
1736439726.6337981,Right,28.16731
1736439726.738695,Left,32.42956
1736439726.738695,Right,28.4701
1736439726.8431647,Left,32.4819
1736439726.8431647,Right,29.15408
1736439726.9480367,Left,32.54159
1736439726.9500616,Right,29.09604
1736439727.0527992,Left,32.4573
1736439727.0527992,Right,28.35814
1736439727.158166,Left,32.48737
1736439727.158166,Right,28.35893
1736439727.2632256,Left,31.94128
1736439727.2632256,Right,28.28425
1736439727.3680704,Left,31.31467
1736439727.3695781,Right,27.93095
1736439727.4732242,Left,30.89389
1736439727.4732242,Right,28.16089
1736439727.5783858,Left,30.83017
1736439727.5783858,Right,28.22175
1736439727.6843195,Left,31.18103
1736439727.6843195,Right,27.48503
1736439727.7884705,Left,31.70974
1736439727.7914855,Right,26.51353
1736439727.893558,Left,32.1244
1736439727.893558,Right,25.75611
1736439727.9977891,Left,32.17621
1736439727.9977891,Right,24.70966
1736439728.104421,Left,31.62459
1736439728.104421,Right,24.27069
1736439728.2076585,Left,31.41114
1736439728.2076585,Right,24.89067
1736439728.3127842,Left,31.80341
1736439728.3127842,Right,25.92545
1736439728.4173515,Left,31.46752
1736439728.4173515,Right,26.56816
1736439728.5222588,Left,31.956
1736439728.5242682,Right,26.37963
1736439728.6279044,Left,32.59465
1736439728.6279044,Right,26.30789
1736439728.7326906,Left,33.12368
1736439728.7326906,Right,25.49578
1736439728.8387005,Left,34.00358
1736439728.8387005,Right,24.59057
1736439728.9428754,Left,35.25276
1736439728.94609,Right,24.04429
1736439729.0481093,Left,36.42169
1736439729.0481093,Right,23.64972
1736439729.152811,Left,36.66053
1736439729.152811,Right,23.0
1736439729.2574866,Left,36.96393
1736439729.2574866,Right,22.65346
1736439729.3623362,Left,36.91681
1736439729.3654382,Right,23.02044
1736439729.468143,Left,35.7609
1736439729.468143,Right,23.91929
1736439729.572987,Left,34.67055
1736439729.572987,Right,24.91628
1736439729.6784408,Left,34.03476
1736439729.6784408,Right,25.76954
1736439729.6784408,Left,33.52519
1736439729.685948,Right,25.84625
1736439729.7892883,Left,33.77197
1736439729.7932973,Right,25.06774
1736439729.894469,Left,35.24821
1736439729.894469,Right,24.51222
1736439729.9991107,Left,35.13696
1736439729.9991107,Right,24.51169
1736439730.105793,Left,34.36226
1736439730.105793,Right,25.09106
1736439730.2098167,Left,33.12179
1736439730.212825,Right,26.25057
1736439730.3148007,Left,32.41186
1736439730.3148007,Right,27.10023
1736439730.4193234,Left,32.24665
1736439730.4193234,Right,27.30357
1736439730.5256164,Left,32.23721
1736439730.5256164,Right,27.42745
1736439730.6289334,Left,32.19965
1736439730.632257,Right,27.53718
1736439730.7511094,Left,32.14217
1736439730.754119,Right,27.53534
1736439730.8557281,Left,32.01647
1736439730.8557281,Right,27.5928
1736439730.9607356,Left,31.9394
1736439730.9607356,Right,27.63931
1736439731.0659125,Left,32.1807
1736439731.0679233,Right,27.0171
1736439731.170767,Left,32.88068
1736439731.170767,Right,26.34157
1736439731.275541,Left,32.84897
1736439731.275541,Right,26.12761
1736439731.3817139,Left,31.76585
1736439731.382354,Right,27.41658
1736439731.4854674,Left,31.04934
1736439731.4884965,Right,29.1795
1736439731.5905752,Left,30.75342
1736439731.5905752,Right,29.41114
1736439731.6956468,Left,29.74567
1736439731.6956468,Right,29.12073
1736439731.8022776,Left,27.72282
1736439731.8028784,Right,29.88418
1736439731.9057536,Left,26.41954
1736439731.9092634,Right,30.98231
1736439732.0103788,Left,25.82105
1736439732.0160913,Right,31.3244
1736439732.1196115,Left,25.51276
1736439732.1216195,Right,31.27573
1736439732.225439,Left,27.05663
1736439732.2284305,Right,32.00098
1736439732.33052,Left,28.1826
1736439732.33052,Right,31.82804
1736439732.4354289,Left,28.72068
1736439732.4354289,Right,30.02444
1736439732.540389,Left,29.3883
1736439732.540389,Right,28.73646
1736439732.6454194,Left,31.19353
1736439732.647687,Right,28.04415
1736439732.7503932,Left,33.06047
1736439732.7503932,Right,26.96004
1736439732.8550177,Left,34.67257
1736439732.8550177,Right,25.75532
1736439732.8620245,Left,35.32287
1736439732.8620245,Right,24.69512
1736439732.9661634,Left,34.39754
1736439732.9700997,Right,24.5757
1736439733.0716364,Left,32.72471
1736439733.0716364,Right,25.87756
1736439733.1767466,Left,31.30875
1736439733.1767466,Right,27.57753
1736439733.2816818,Left,31.01048
1736439733.2816818,Right,28.45857
1736439733.3865626,Left,31.49375
