Unix Timestamp,Value
1733840151.3670511,7.11
1733840152.2738476,0.0
1733840153.2805796,0.0
1733840154.2101383,0.0
1733840155.1206212,0.0
1733840156.1559029,0.0
1733840157.0681024,0.0
