Unix Timestamp,Position,Value [kg]
1736440352.3884623,Left,58.07453
1736440352.3904672,Right,1.99672
1736440352.4911456,Left,57.75784
1736440352.4911456,Right,2.7453
1736440352.594549,Left,56.5537
1736440352.594549,Right,3.3696
1736440352.697459,Left,56.01757
1736440352.697459,Right,3.81959
1736440352.7999847,Left,55.6076
1736440352.7999847,Right,4.16783
1736440352.9026227,Left,55.42234
1736440352.9026227,Right,4.37393
1736440353.0053134,Left,55.33882
1736440353.0053134,Right,4.63878
1736440353.1077936,Left,53.86701
1736440353.1077936,Right,5.16888
1736440353.2103486,Left,52.21338
1736440353.2103486,Right,8.23629
1736440353.3158376,Left,49.72744
1736440353.3158376,Right,10.39469
1736440353.4190896,Left,47.04804
1736440353.4190896,Right,12.61251
1736440353.5216267,Left,44.21475
1736440353.5216267,Right,15.97596
1736440353.6253176,Left,40.76735
1736440353.6268294,Right,19.18244
1736440353.7276356,Left,37.6893
1736440353.7276356,Right,21.71654
1736440353.8300228,Left,34.82326
1736440353.8300228,Right,24.25889
1736440353.932373,Left,32.2583
1736440353.932373,Right,26.99843
1736440354.0348732,Left,29.91114
1736440354.0348732,Right,29.38035
1736440354.1372335,Left,28.37417
1736440354.1382542,Right,30.86938
1736440354.2398517,Left,27.60149
1736440354.2398517,Right,32.06446
1736440354.3432422,Left,26.28199
1736440354.3432422,Right,33.31438
1736440354.4458034,Left,25.35816
1736440354.4458034,Right,34.79646
1736440354.5490582,Left,25.11587
1736440354.5490582,Right,34.69754
1736440354.6513875,Left,24.85998
1736440354.6513875,Right,35.34268
1736440354.7551,Left,23.87352
1736440354.7551,Right,36.4321
1736440354.8586376,Left,22.7997
1736440354.8612373,Right,37.29237
1736440354.9618022,Left,21.96973
1736440354.9618022,Right,38.47723
1736440355.0642548,Left,20.29553
1736440355.0642548,Right,40.11215
1736440355.166881,Left,17.94942
1736440355.166881,Right,42.49401
1736440355.2701612,Left,14.90743
1736440355.2701612,Right,44.4701
1736440355.3729453,Left,13.94382
1736440355.3729453,Right,45.28339
1736440355.4757595,Left,12.82496
1736440355.4757595,Right,45.71752
1736440355.5791523,Left,11.53691
1736440355.5791523,Right,47.11287
1736440355.6822395,Left,9.66411
1736440355.6822395,Right,50.45608
1736440355.7851238,Left,7.78857
1736440355.7851238,Right,52.35113
1736440355.887232,Left,6.86349
1736440355.887232,Right,53.02954
1736440355.9903808,Left,7.28265
1736440355.9903808,Right,52.64618
1736440356.094483,Left,8.95697
1736440356.094483,Right,50.89158
1736440356.1969562,Left,10.86447
1736440356.1969562,Right,48.81546
1736440356.3001146,Left,11.73441
1736440356.3001146,Right,47.89656
1736440356.403442,Left,11.76097
1736440356.403442,Right,48.00452
1736440356.5059001,Left,11.31858
1736440356.5059001,Right,48.41094
1736440356.6089125,Left,10.81317
1736440356.6111586,Right,49.0469
1736440356.7189846,Left,9.9653
1736440356.7189846,Right,49.80576
1736440356.8221018,Left,8.97936
1736440356.8221018,Right,50.66669
1736440356.92681,Left,8.27724
1736440356.9278126,Right,51.8414
1736440357.0302691,Left,7.91811
1736440357.0302691,Right,51.83708
1736440357.1349254,Left,7.98015
1736440357.1349254,Right,51.74359
1736440357.2374516,Left,8.13839
1736440357.2389548,Right,51.44369
1736440357.3400855,Left,8.50345
1736440357.3400855,Right,51.07514
1736440357.4437704,Left,8.58449
1736440357.4437704,Right,51.38205
1736440357.5464697,Left,7.05872
1736440357.5484746,Right,52.36934
1736440357.6498954,Left,7.35171
1736440357.6498954,Right,53.02764
1736440357.7527874,Left,8.23832
1736440357.7527874,Right,52.28372
1736440357.8552258,Left,10.07056
1736440357.8552258,Right,50.73095
1736440357.95765,Left,12.51367
1736440357.95765,Right,48.68444
1736440358.059955,Left,14.76136
1736440358.059955,Right,45.96986
1736440358.1628659,Left,16.10572
1736440358.1628659,Right,43.18854
1736440358.2657073,Left,17.99382
1736440358.2657073,Right,41.63878
1736440358.3686275,Left,22.54277
1736440358.3686275,Right,36.51667
1736440358.4711883,Left,27.02194
1736440358.4711883,Right,31.8019
1736440358.5742617,Left,30.29026
1736440358.575986,Right,28.91608
1736440358.6768947,Left,32.31955
1736440358.6768947,Right,27.11864
1736440358.7793114,Left,33.74892
1736440358.7803142,Right,25.79325
1736440358.882327,Left,34.56633
1736440358.882327,Right,24.98199
1736440358.98511,Left,35.11828
1736440358.98511,Right,24.50095
1736440359.0877354,Left,35.44851
1736440359.0877354,Right,24.37805
1736440359.1910222,Left,34.93992
1736440359.1910222,Right,24.91595
1736440359.294426,Left,33.39865
1736440359.294426,Right,26.37327
1736440359.3963282,Left,32.75609
1736440359.3963282,Right,26.64723
1736440359.529677,Left,33.14555
1736440359.5616794,Right,26.83773
1736440359.5936835,Left,32.95346
1736440359.5936835,Right,26.91746
1736440359.6996713,Left,32.7801
1736440359.6996713,Right,27.13868
1736440359.8022304,Left,32.83465
1736440359.8022304,Right,27.07579
1736440359.9050236,Left,32.94818
1736440359.9050236,Right,26.6701
1736440360.008033,Left,33.56379
1736440360.0095384,Right,26.34648
1736440360.110647,Left,34.30621
1736440360.110647,Right,25.99528
1736440360.2138138,Left,34.73636
1736440360.2138138,Right,25.30508
1736440360.3171127,Left,35.05136
1736440360.3181148,Right,24.781
1736440360.4205675,Left,35.18572
1736440360.4205675,Right,24.59148
1736440360.523111,Left,35.31239
1736440360.523111,Right,24.48228
1736440360.625819,Left,35.44734
1736440360.625819,Right,24.36482
1736440360.728248,Left,35.30185
1736440360.728248,Right,24.57222
1736440360.8309193,Left,34.86668
1736440360.8326125,Right,25.07154
1736440360.9343219,Left,34.42273
1736440360.9343219,Right,25.60039
1736440361.0375404,Left,33.986
1736440361.0375404,Right,25.9041
1736440361.1399798,Left,33.68077
1736440361.1424239,Right,26.07003
1736440361.2434173,Left,33.5899
1736440361.2434173,Right,26.15506
1736440361.3459947,Left,33.57089
1736440361.3459947,Right,26.20799
1736440361.448654,Left,33.63091
1736440361.448654,Right,26.14301
1736440361.551343,Left,33.77008
1736440361.551343,Right,25.98506
1736440361.653658,Left,33.95528
1736440361.653658,Right,25.75742
1736440361.7564788,Left,34.24411
1736440361.7564788,Right,25.37419
1736440361.8591177,Left,34.62746
1736440361.8591177,Right,25.2097
1736440361.9617429,Left,34.66501
1736440361.9617429,Right,25.0906
1736440362.0642507,Left,34.28512
1736440362.0642507,Right,25.37209
1736440362.1667702,Left,34.09471
1736440362.168778,Right,25.68267
1736440362.2694085,Left,34.53749
1736440362.2694085,Right,25.4699
1736440362.3715827,Left,34.65297
1736440362.3736022,Right,25.09014
1736440362.4742596,Left,33.09992
1736440362.4742596,Right,26.13816
1736440362.5771406,Left,31.64816
1736440362.5771406,Right,27.83053
1736440362.67977,Left,31.4972
1736440362.67977,Right,28.29872
1736440362.7821999,Left,31.81747
1736440362.7821999,Right,28.0513
1736440362.8846922,Left,31.94337
1736440362.8846922,Right,27.87907
1736440362.987839,Left,32.19353
1736440362.987839,Right,27.37773
1736440363.09173,Left,32.56946
1736440363.09173,Right,27.10881
1736440363.1939456,Left,32.58918
1736440363.1939456,Right,27.30541
1736440363.2966473,Left,32.1259
1736440363.2966473,Right,27.91346
1736440363.399103,Left,31.7626
1736440363.399103,Right,28.0849
1736440363.501407,Left,32.00117
1736440363.501407,Right,27.50763
1736440363.603752,Left,32.76045
1736440363.603752,Right,26.67861
1736440363.7061858,Left,32.75491
1736440363.7061858,Right,26.4699
1736440363.8089688,Left,30.79521
1736440363.8104742,Right,26.01212
1736440363.911813,Left,27.34989
1736440363.911813,Right,25.45529
1736440364.014279,Left,711.0
1736440364.014279,Right,27.51038
1736440364.116843,Left,28.71273
1736440364.116843,Right,29.79797
1736440364.2195048,Left,28.84097
1736440364.2195048,Right,30.90351
1736440364.3222344,Left,29.01816
1736440364.323239,Right,30.1983
1736440364.4250283,Left,30.23037
1736440364.4250283,Right,28.67481
1736440364.527551,Left,32.33179
1736440364.527551,Right,28.56037
1736440364.6296663,Left,34.10187
1736440364.6296663,Right,30.10632
1736440364.7321713,Left,35.42449
1736440364.7331758,Right,32.40996
1736440364.8355427,Left,37.50553
1736440364.8355427,Right,36.80092
1736440364.9383025,Left,37.91934
1736440364.9383025,Right,40.27009
1736440365.0414152,Left,36.14725
1736440365.0414152,Right,40.73233
1736440365.1438365,Left,33.88563
1736440365.1438365,Right,39.16705
1736440365.246272,Left,28.82873
1736440365.246272,Right,32.23249
1736440365.3485782,Left,19.64927
1736440365.3485782,Right,20.17295
1736440365.4508748,Left,19.07239
1736440365.4508748,Right,21.39882
1736440365.5531745,Left,32.93438
1736440365.5531745,Right,22.48045
1736440365.6554937,Left,37.48763
1736440365.6554937,Right,19.62516
1736440365.7576404,Left,40.77334
1736440365.7591453,Right,19.39194
1736440365.8604937,Left,40.8506
1736440365.8604937,Right,19.43426
1736440365.9646654,Left,40.20206
1736440365.9646654,Right,20.58022
1736440366.0674167,Left,39.06906
1736440366.0686495,Right,21.39076
1736440366.1702042,Left,37.57714
1736440366.1702042,Right,22.41199
1736440366.27281,Left,35.72093
1736440366.27281,Right,23.53312
1736440366.3753977,Left,34.59406
1736440366.3779032,Right,24.55336
1736440366.4787366,Left,33.78662
1736440366.4787366,Right,25.40681
1736440366.581294,Left,33.32105
1736440366.5830114,Right,25.99718
1736440366.6841366,Left,33.01425
1736440366.6841366,Right,26.87822
1736440366.786428,Left,32.60259
1736440366.786428,Right,27.32925
1736440366.8894062,Left,32.17348
1736440366.8894062,Right,27.47475
1736440366.9918892,Left,32.23695
1736440366.9918892,Right,27.51359
1736440367.0939853,Left,32.51302
1736440367.0939853,Right,27.31517
1736440367.1972365,Left,33.14373
1736440367.1972365,Right,26.74085
1736440367.300447,Left,33.52578
1736440367.300447,Right,26.02692
1736440367.403289,Left,33.01914
1736440367.406533,Right,26.45234
1736440367.5078273,Left,31.99473
1736440367.5078273,Right,27.72132
1736440367.610427,Left,31.68618
1736440367.610427,Right,28.31792
