Unix Timestamp,Position,Value [kg]
1736440808.0160449,Right,53.89414
1736440808.1183553,Left,55.89468
1736440808.1183553,Right,54.00681
1736440808.2209508,Left,55.96036
1736440808.2209508,Right,53.99699
1736440808.3236408,Left,56.25296
1736440808.3236408,Right,53.86341
1736440808.4265134,Left,56.68448
1736440808.4275339,Right,53.3132
1736440808.52864,Left,57.34201
1736440808.52864,Right,52.16534
1736440808.6316624,Left,57.83381
1736440808.6316624,Right,51.80557
1736440808.7335846,Left,58.15115
1736440808.7335846,Right,51.52538
1736440808.8359394,Left,58.47468
1736440808.8359394,Right,51.38781
1736440808.938274,Left,58.67439
1736440808.938274,Right,51.24514
1736440809.0406783,Left,58.5026
1736440809.0406783,Right,51.29682
1736440809.1431596,Left,58.35145
1736440809.1431596,Right,51.58225
1736440809.2458172,Left,58.08267
1736440809.2458172,Right,51.66217
1736440809.3489234,Left,57.8521
1736440809.3489234,Right,51.87173
1736440809.4520066,Left,57.77744
1736440809.4520066,Right,52.05234
1736440809.5546925,Left,57.78583
1736440809.5570598,Right,52.16305
1736440809.6581068,Left,57.98704
1736440809.6581068,Right,52.10868
1736440809.7613096,Left,58.5513
1736440809.7613096,Right,51.23865
1736440809.864644,Left,59.05298
1736440809.864644,Right,50.75355
1736440809.9671044,Left,59.43347
1736440809.9671044,Right,50.38277
1736440810.0704658,Left,59.89591
1736440810.0704658,Right,49.94182
1736440810.1732445,Left,60.16248
1736440810.1732445,Right,49.62797
1736440810.275578,Left,60.31623
1736440810.275578,Right,49.52971
1736440810.3789196,Left,60.48717
1736440810.3811092,Right,49.36836
1736440810.4820094,Left,60.52565
1736440810.4820094,Right,49.46374
1736440810.585277,Left,60.1063
1736440810.585277,Right,49.85994
1736440810.688874,Left,59.65167
1736440810.688874,Right,50.33947
1736440810.7923098,Left,59.40991
1736440810.7923098,Right,50.62437
1736440810.895377,Left,59.19808
1736440810.895377,Right,50.71254
1736440811.0015383,Left,59.08267
1736440811.0015383,Right,51.03878
1736440811.1056478,Left,58.87443
1736440811.1056478,Right,51.26407
1736440811.2086732,Left,58.78609
1736440811.2086732,Right,51.45811
1736440811.3115625,Left,59.0302
1736440811.3115625,Right,51.48876
1736440811.4142299,Left,58.97227
1736440811.4142299,Right,51.43505
1736440811.5171812,Left,58.14757
1736440811.5171812,Right,51.46616
1736440811.6196103,Left,56.51165
1736440811.6212955,Right,51.23884
1736440811.7221932,Left,55.21403
1736440811.7221932,Right,51.24376
1736440811.8245313,Left,55.60865
1736440811.8245313,Right,50.57904
1736440811.9270213,Left,57.3592
1736440811.9270213,Right,48.72827
1736440812.0290413,Left,59.88908
1736440812.030825,Right,46.82928
1736440812.1315532,Left,62.44512
1736440812.1315532,Right,44.78886
1736440812.2346187,Left,63.42729
1736440812.2346187,Right,44.98755
1736440812.3372192,Left,62.00189
1736440812.3372192,Right,46.81336
1736440812.440469,Left,59.26618
1736440812.440469,Right,49.15801
1736440812.5428715,Left,56.86974
1736440812.5428715,Right,50.39489
1736440812.6459694,Left,55.40776
1736440812.6459694,Right,52.08818
1736440812.7485962,Left,54.3107
1736440812.7485962,Right,55.71975
1736440812.8505785,Left,55.57466
1736440812.8505785,Right,57.69734
1736440812.9532251,Left,57.09556
1736440812.9547448,Right,56.63472
1736440813.0564194,Left,57.30582
1736440813.0564194,Right,54.61166
1736440813.1595476,Left,56.42618
1736440813.1595476,Right,52.49604
1736440813.1595476,Left,55.98815
1736440813.1677396,Right,50.27265
1736440813.2684152,Left,56.19541
1736440813.2684152,Right,50.90449
1736440813.370632,Left,54.36408
1736440813.372654,Right,57.32977
1736440813.4797235,Left,53.53762
1736440813.4797235,Right,58.70842
1736440813.5814922,Left,54.00898
1736440813.5814922,Right,58.95991
1736440813.684879,Left,54.80133
1736440813.684879,Right,58.81788
1736440813.7881424,Left,55.0485
1736440813.7881424,Right,57.80203
1736440813.8912323,Left,56.24788
1736440813.8912323,Right,59.47357
1736440813.9942505,Left,58.7788
1736440813.9942505,Right,62.69342
1736440814.097361,Left,61.50273
1736440814.097361,Right,63.23066
1736440814.200549,Left,63.10695
1736440814.200549,Right,60.16829
1736440814.3051643,Left,62.40613
1736440814.3051643,Right,57.37517
1736440814.4069974,Left,60.44512
1736440814.4069974,Right,56.58723
1736440814.5093539,Left,58.18591
1736440814.5103724,Right,54.47304
1736440814.6125355,Left,56.95482
1736440814.6125355,Right,52.63957
1736440814.7146077,Left,56.36987
1736440814.7146077,Right,52.28791
1736440814.8167226,Left,55.69561
1736440814.8167226,Right,51.74792
1736440814.919219,Left,55.14282
1736440814.919219,Right,49.94372
1736440815.0223699,Left,56.50833
1736440815.0223699,Right,47.79993
1736440815.1252403,Left,59.94688
1736440815.1252403,Right,45.62869
1736440815.227275,Left,62.26976
1736440815.227275,Right,44.03046
1736440815.329913,Left,62.76005
1736440815.329913,Right,42.99751
1736440815.4319055,Left,711.0
1736440815.4319055,Right,43.30567
1736440815.5350273,Left,62.99186
1736440815.5350273,Right,43.61205
1736440815.637613,Left,62.48776
1736440815.637613,Right,42.74209
1736440815.7401705,Left,60.60649
1736440815.7401705,Right,43.8944
1736440815.842576,Left,58.68077
1736440815.842576,Right,49.08785
1736440815.945111,Left,57.73285
1736440815.945111,Right,52.03321
1736440816.0500388,Left,57.87371
1736440816.0500388,Right,52.00642
1736440816.1522102,Left,59.1173
1736440816.1522102,Right,50.31123
1736440816.254559,Left,60.44018
1736440816.254559,Right,49.18159
1736440816.3572052,Left,61.34025
1736440816.3572052,Right,48.51065
1736440816.4592738,Left,61.8508
1736440816.4613655,Right,47.92322
1736440816.5621703,Left,61.61138
1736440816.5621703,Right,48.01834
1736440816.6647537,Left,61.31982
1736440816.6647537,Right,47.40943
1736440816.7684247,Left,61.42839
1736440816.7684247,Right,46.33475
1736440816.87036,Left,60.75218
1736440816.87036,Right,45.2378
1736440816.9732206,Left,57.51738
1736440816.9732206,Right,46.70455
1736440817.0758095,Left,55.22562
1736440817.0758095,Right,46.39345
1736440817.1781213,Left,56.4709
1736440817.1781213,Right,47.28044
1736440817.280773,Left,56.11743
1736440817.280773,Right,48.41559
1736440817.3831825,Left,56.10845
1736440817.3831825,Right,48.42823
1736440817.485805,Left,58.92325
1736440817.485805,Right,48.92119
1736440817.5890484,Left,59.51224
1736440817.5890484,Right,51.36286
1736440817.6909206,Left,54.3411
1736440817.6909206,Right,53.41054
1736440817.79414,Left,52.34592
1736440817.79414,Right,55.94372
1736440817.897018,Left,52.06256
1736440817.897018,Right,58.15159
1736440817.999945,Left,53.5886
1736440817.999945,Right,59.1812
1736440818.1036198,Left,56.14744
1736440818.1036198,Right,58.69047
1736440818.2068677,Left,57.78863
1736440818.2068677,Right,56.78899
1736440818.3097463,Left,59.66287
1736440818.3097463,Right,58.26158
1736440818.4119103,Left,60.60532
1736440818.4119103,Right,60.85942
1736440818.5145912,Left,61.97109
1736440818.5145912,Right,63.16403
1736440818.6175137,Left,63.70075
1736440818.6175137,Right,63.49296
1736440818.7197788,Left,62.05396
1736440818.7197788,Right,60.40072
1736440818.823175,Left,61.26129
1736440818.823175,Right,57.2188
1736440818.925626,Left,61.25289
1736440818.92735,Right,55.07121
1736440819.0279045,Left,60.72757
1736440819.0279045,Right,51.93397
1736440819.1303294,Left,61.478
1736440819.1313477,Right,48.34032
1736440819.233195,Left,63.72861
1736440819.233195,Right,44.74916
1736440819.3360338,Left,65.24645
1736440819.3360338,Right,42.64592
