Unix Timestamp,Position,Value [kg]
1736440690.2096348,Right,35.58087
1736440690.312335,Left,37.62733
1736440690.312335,Right,36.56266
1736440690.4143412,Left,38.18878
1736440690.4143412,Right,37.35218
1736440690.5174942,Left,39.43373
1736440690.51879,Right,37.55486
1736440690.620204,Left,39.37814
1736440690.620204,Right,37.43498
1736440690.7233484,Left,38.97396
1736440690.7233484,Right,39.59194
1736440690.8253007,Left,37.93477
1736440690.8253007,Right,41.26407
1736440690.9286559,Left,38.49746
1736440690.9286559,Right,42.05306
1736440691.0305421,Left,39.8411
1736440691.0305421,Right,41.85332
1736440691.1323285,Left,39.65018
1736440691.1323285,Right,41.41736
1736440691.234792,Left,39.84774
1736440691.2368145,Right,42.57497
1736440691.338353,Left,40.20746
1736440691.338353,Right,43.73796
1736440691.4420218,Left,39.90164
1736440691.4420218,Right,43.51667
1736440691.5449762,Left,38.55286
1736440691.5449762,Right,41.07304
1736440691.6480186,Left,36.63865
1736440691.6480186,Right,38.35283
1736440691.7504783,Left,37.25622
1736440691.7528846,Right,36.17419
1736440691.8538322,Left,37.44734
1736440691.8538322,Right,35.94084
1736440691.9560997,Left,35.89806
1736440691.9560997,Right,36.11968
1736440692.0611532,Left,33.011
1736440692.0611532,Right,37.88235
1736440692.1635416,Left,29.51562
1736440692.1657257,Right,39.93075
1736440692.2666888,Left,28.15343
1736440692.2666888,Right,41.42195
1736440692.3689396,Left,29.31376
1736440692.3699749,Right,41.90979
1736440692.4714398,Left,29.90255
1736440692.4714398,Right,41.54209
1736440692.575118,Left,30.97878
1736440692.575118,Right,40.35257
1736440692.6777315,Left,33.03802
1736440692.6798615,Right,39.62332
1736440692.780636,Left,35.64002
1736440692.780636,Right,39.74333
1736440692.8829737,Left,36.81428
1736440692.885888,Right,38.04179
1736440692.9865344,Left,36.8715
1736440692.9865344,Right,40.08038
1736440693.089013,Left,35.79202
1736440693.090533,Right,40.49139
1736440693.1922107,Left,35.05168
1736440693.1922107,Right,38.68824
1736440693.2955048,Left,36.27906
1736440693.2955048,Right,36.71471
1736440693.397613,Left,38.01842
1736440693.3996186,Right,36.1058
1736440693.5014522,Left,38.85659
1736440693.5014522,Right,36.68143
1736440693.6047647,Left,38.24639
1736440693.6047647,Right,37.16652
1736440693.7078657,Left,37.22249
1736440693.7078657,Right,37.59148
1736440693.8112464,Left,36.32711
1736440693.8112464,Right,38.19882
1736440693.9136384,Left,36.02662
1736440693.9156594,Right,38.7753
1736440694.0189998,Left,35.51757
1736440694.0189998,Right,39.31929
1736440694.1220233,Left,35.19913
1736440694.1220233,Right,39.67651
1736440694.2254505,Left,35.62915
1736440694.2254505,Right,39.21991
1736440694.3282342,Left,36.25309
1736440694.3282342,Right,38.71274
1736440694.4334562,Left,37.06744
1736440694.4344773,Right,37.90829
1736440694.5365734,Left,37.73753
1736440694.5365734,Right,37.04284
1736440694.6395655,Left,38.29885
1736440694.6395655,Right,36.55735
1736440694.7425244,Left,38.72035
1736440694.7425244,Right,36.20655
1736440694.8458877,Left,38.93315
1736440694.8458877,Right,36.10717
1736440694.9483578,Left,38.86844
1736440694.9493926,Right,36.14222
1736440695.0514522,Left,37.94447
1736440695.0514522,Right,36.8431
1736440695.1543863,Left,36.82789
1736440695.1543863,Right,37.58546
1736440695.2558594,Left,35.72204
1736440695.2558594,Right,37.05129
1736440695.3582532,Left,35.09452
1736440695.3582532,Right,36.48307
1736440695.4606454,Left,35.22575
1736440695.4606454,Right,37.21991
1736440695.5632203,Left,35.63325
1736440695.5632203,Right,37.67153
1736440695.665519,Left,34.8577
1736440695.665519,Right,37.47501
1736440695.7682104,Left,33.97071
1736440695.7682104,Right,38.27363
1736440695.872345,Left,34.10187
1736440695.872345,Right,39.00963
1736440695.9749713,Left,34.41707
1736440695.9749713,Right,38.28831
1736440696.07735,Left,36.00944
1736440696.07735,Right,37.35309
1736440696.1798773,Left,36.92449
1736440696.1798773,Right,36.45313
1736440696.2828908,Left,37.78824
1736440696.2828908,Right,36.32682
1736440696.3850696,Left,38.71397
1736440696.3850696,Right,37.16102
1736440696.4876912,Left,38.10689
1736440696.4876912,Right,38.47619
1736440696.5915349,Left,36.33921
1736440696.5915349,Right,40.57249
1736440696.6941533,Left,35.84214
1736440696.6941533,Right,41.28654
1736440696.7973752,Left,36.26272
1736440696.7973752,Right,41.52008
1736440696.9000766,Left,37.84201
1736440696.901095,Right,43.31556
1736440697.0029716,Left,41.96517
1736440697.0029716,Right,47.63675
1736440697.105724,Left,43.04322
1736440697.105724,Right,47.83878
1736440697.2075193,Left,40.39546
1736440697.2075193,Right,45.5983
1736440697.31006,Left,37.03899
1736440697.31006,Right,44.71863
1736440697.412276,Left,35.01972
1736440697.412276,Right,44.18807
1736440697.5146117,Left,33.78557
1736440697.5146117,Right,41.62149
1736440697.6178355,Left,33.649
1736440697.6178355,Right,39.26485
1736440697.7207403,Left,34.44167
1736440697.7207403,Right,37.65018
1736440697.8230436,Left,34.89611
1736440697.8230436,Right,34.00118
1736440697.9254093,Left,35.53307
1736440697.9254093,Right,32.0921
1736440698.027974,Left,36.79176
1736440698.027974,Right,30.76043
1736440698.1305926,Left,42.17296
1736440698.1316106,Right,30.18369
1736440698.2329943,Left,43.97318
1736440698.2329943,Right,29.46073
1736440698.3356795,Left,44.4918
1736440698.3356795,Right,29.10671
1736440698.4386866,Left,44.32073
1736440698.4386866,Right,28.6621
1736440698.5414312,Left,43.54062
1736440698.5414312,Right,29.05372
1736440698.64322,Left,41.82658
1736440698.64322,Right,31.08785
1736440698.7456646,Left,39.35783
